,IsLeftObstacle,IsForwardObstacle,IsRightObstacle,AngleWithFood,Direction,Decision
48,False,False,False,-0.2687025592412767,-1,1
49,False,False,False,-0.75,0,1
50,False,False,False,-0.7288106953650536,-1,1
51,False,False,False,0.75,-1,0
52,True,False,False,0.2288106953650536,0,0
53,False,False,False,0.21041657583943443,1,1
54,False,False,False,0.6871670418109987,-1,0
55,False,False,False,0.1720208696226307,-1,0
56,True,False,False,-0.30559988778578523,0,0
57,False,False,False,-0.28522328747727727,-1,1
58,False,False,False,-0.7687025592412767,1,0
59,False,False,False,-0.25,1,0
60,False,False,True,0.23326229164342588,0,0
61,False,False,False,0.21827448256944645,1,1
62,False,False,False,0.7001520743616867,1,1
63,False,False,True,-0.7852232874772773,-1,1
64,False,False,False,0.6944001122142147,0,1
65,False,False,False,0.6720208696226306,-1,0
66,False,False,False,0.15894699814425123,1,1
67,False,False,False,0.6357997487800918,0,1
68,False,False,False,0.6110172584549999,1,1
69,False,False,False,-0.8788810584091566,-1,1
70,False,False,False,0.5927735790777424,0,1
71,False,False,False,0.5628329581890013,-1,0
72,False,False,False,0.05724914704870018,0,0
73,False,False,False,0.05256845671125343,-1,0
74,False,False,False,-0.42202086962263075,0,0
75,False,False,False,-0.39758361765043326,-1,1
76,False,False,False,-0.8889827415450002,-1,1
77,True,False,False,0.5847506594614321,1,1
78,False,False,False,-0.9072264209222578,1,0
79,False,False,True,-0.37888105840915665,1,-1
80,False,False,False,-0.6522643079878802,-1,1
81,False,False,False,0.8427735790777424,0,1
82,False,False,False,0.8375065203525169,0,1
83,False,False,False,0.8319086824248374,-1,0
84,False,False,False,0.32219231551064725,-1,0
85,True,False,False,-0.1720208696226307,0,0
86,False,False,False,-0.1665646631602741,-1,1
87,False,False,False,-0.6572264209222576,1,0
88,False,False,False,-0.15226430798788002,0,0
89,False,False,False,-0.14758361765043326,0,0
90,False,False,False,-0.1431629312463262,0,0
91,False,False,False,-0.13898274154500012,-1,1
92,False,False,False,-0.63015940449303,-1,1
93,True,False,False,0.8658581002198797,-1,-1
94,False,False,False,0.8928330765600626,-1,0
95,False,False,False,0.37888105840915665,0,0
96,False,False,False,0.36540141490025463,-1,0
97,False,False,False,-0.12888105840915662,-1,1
98,True,False,False,-0.6158581002198797,1,0
99,False,False,False,-0.11101725845499989,-1,1
100,False,False,False,-0.5980562456662785,0,1
101,False,False,False,-0.5847506594614321,0,1
102,False,False,False,-0.5711348114738153,0,1
103,False,False,False,-0.5572491470487002,1,0
104,False,False,False,-0.054810038572690935,-1,1
105,False,False,False,-0.5412855998398473,0,1
106,False,False,False,-0.5276096707117239,1,0
107,False,False,False,-0.026464676059589878,-1,1
108,False,False,False,-0.5132552446132712,0,1
109,False,False,False,-0.5,-1,1
110,False,False,False,1.0,-1,0
111,True,False,False,0.4861691504333381,1,1
112,False,False,False,0.9855413210972233,-1,0
113,False,False,False,0.47114206162369554,1,1
114,False,False,False,0.9697759331610806,1,1
115,False,False,True,-0.5151461721883682,-1,1
116,False,False,False,0.9840977487438237,-1,0
117,True,False,False,0.4682744825694465,0,0
118,False,False,False,0.4526068577225104,0,0
119,False,False,False,0.43716704181099886,-1,0
120,False,False,False,-0.05991276593090333,-1,1
121,True,False,False,-0.5451672353008665,0,1
122,False,False,False,-0.5302240668389194,1,0
123,False,False,False,-0.028857938376304477,0,0
124,False,False,False,-0.027609670711723912,1,0
125,False,False,False,0.4587144001601528,-1,0
126,False,False,False,-0.039583424160565546,-1,1
127,True,False,False,-0.5264646760595899,-1,-1
128,False,False,False,0.3235584439732623,1,1
129,False,False,False,0.8165340691344631,0,1
130,False,False,False,0.8089980848675286,-1,0
131,False,False,False,0.2978647121342451,-1,0
132,True,False,False,-0.19440011221421477,1,0
133,False,False,False,0.2951672353008666,-1,0
134,False,False,False,-0.19743154328874657,0,0
135,False,False,False,-0.19048264987338312,1,0
136,False,False,False,0.2998479256383133,1,1
137,False,False,True,0.792755842900092,1,-1
138,False,False,False,0.8171930948722895,0,1
139,False,False,False,0.8128329581890013,1,1
140,False,False,False,-0.6803955127269361,-1,1
141,False,False,False,0.8151395111953615,1,1
142,False,False,False,-0.6778076844893528,-1,1
143,False,False,False,0.8176192122699305,0,1
144,False,False,False,0.8128329581890013,1,1
145,False,False,False,-0.6797080194413446,0,1
146,False,False,False,-0.6720208696226306,1,0
147,False,False,False,-0.16745214195597413,-1,1
148,False,False,False,-0.659665529398267,0,1
149,False,False,False,-0.6516642900629601,-1,1
150,False,False,False,0.8440417392452615,0,1
151,False,False,False,0.8395189901838295,-1,0
152,False,False,False,0.3312270777146204,-1,0
153,True,False,False,-0.16410434588643386,0,0
154,False,False,False,-0.15966552939826692,-1,1
155,False,False,False,-0.6516642900629601,1,0
156,False,False,False,-0.14758361765043326,0,0
157,False,False,False,-0.143701982189414,1,0
158,False,False,False,0.34858150902809404,1,1
159,False,False,True,0.8445584756195548,0,1
160,False,False,False,0.8403344706017332,-1,0
161,False,False,False,0.33254785804402587,0,0
162,False,False,False,0.3249762960044212,1,1
163,False,False,False,0.8202919805586554,0,1
164,False,False,False,0.8153793829556703,1,1
165,False,False,False,-0.676819147648184,1,0
166,False,False,True,-0.1720208696226307,0,0
167,False,False,False,-0.16745214195597413,-1,1
168,False,False,False,-0.659665529398267,-1,1
169,True,False,False,0.8358956541135663,-1,-1
170,False,False,False,0.21477671252272273,0,0
171,False,False,False,0.20015207436168672,1,1
172,False,False,False,0.6803955127269361,0,1
173,False,False,False,0.6589469981442512,0,1
174,False,False,False,0.6357997487800918,-1,0
175,False,False,False,0.12566591637800237,1,1
176,False,False,False,0.6024163823495667,0,1
177,False,False,False,0.5779791303773694,1,1
178,False,False,False,-0.915249340538568,-1,1
179,False,False,False,0.5572491470487002,1,1
180,False,False,False,-0.937167041810999,0,1
181,False,False,False,-0.9303955127269361,0,1
182,False,False,False,-0.9220208696226306,0,1
183,False,False,False,-0.9114144672170952,0,1
184,False,False,False,-0.8975836176504333,1,0
185,False,False,False,-0.35241638234956674,1,0
186,False,False,True,0.12888105840915662,0,0
187,False,False,False,0.11420025121990815,0,0
188,False,False,False,0.10241638234956672,-1,0
189,False,False,False,-0.3668750612523435,-1,1
190,True,False,False,-0.8524163823495667,1,0
191,False,False,False,-0.32219231551064725,-1,1
192,False,False,False,-0.8025684567112534,1,0
193,False,False,False,-0.2744372519721974,-1,1
194,False,False,False,-0.75,1,0
195,False,False,False,-0.2255627480278026,-1,1
196,False,False,False,-0.6974315432887466,-1,1
197,True,False,False,0.7788579383763046,0,1
198,False,False,False,0.75,1,1
199,False,False,False,-0.7147767125227228,0,1
200,False,False,False,-0.6720208696226306,1,0
201,False,False,False,-0.14758361765043326,-1,1
202,False,False,False,-0.6024163823495667,0,1
203,False,False,False,-0.5525684567112534,1,0
204,False,False,False,-0.045167235300866554,1,0
205,False,False,True,0.4114144672170953,-1,0
206,False,False,False,-0.07797913037736932,1,0
207,False,False,False,0.3857997487800919,0,0
208,False,False,False,0.35241638234956674,-1,0
209,False,False,False,-0.13312493874765657,0,0
210,False,False,False,-0.1211189415908434,1,0
211,False,False,False,0.35241638234956674,-1,0
212,False,False,False,-0.13579974878009188,1,0
213,False,False,False,0.3410530018557488,1,1
214,False,False,True,0.8279791303773694,1,-1
215,False,False,False,-0.6024163823495667,-1,1
216,False,False,False,0.8908120885663706,1,1
217,False,False,False,-0.5885855327829048,0,1
218,False,False,False,-0.5671930948722895,1,0
219,False,False,False,-0.06283295818900118,0,0
220,False,False,False,-0.05899808486752853,1,0
221,False,False,False,0.42202086962263075,-1,0
222,False,False,False,-0.07355844397326225,0,0
223,False,False,False,-0.06960448727306395,-1,1
224,False,False,False,-0.5525684567112534,1,0
225,False,False,False,-0.04984792563831329,-1,1
226,False,False,False,-0.5333833664305252,-1,1
227,True,False,False,0.9647767125227228,-1,-1
228,False,False,False,-0.4848538278116319,-1,1
229,False,False,False,-0.9840977487438237,0,1
230,False,False,False,-0.9832622916434259,0,1
231,False,False,False,-0.9823342771118654,-1,1
232,False,False,False,0.5,1,1
233,False,False,False,1.0,-1,0
234,False,False,False,0.4812974407587234,-1,0
235,True,False,False,-0.017665722888134634,0,0
236,False,False,False,-0.01673770835657411,-1,1
237,False,False,False,-0.5,1,0
238,False,False,False,0.0,-1,0
239,False,False,False,-0.48409774874382366,1,0
240,False,False,False,0.015146172188368142,0,0
241,False,False,False,0.014458678902776701,1,1
242,False,False,False,0.5,1,1
243,False,False,True,1.0,1,-1
244,False,False,False,-0.2951672353008666,-1,1
245,False,False,False,-0.7902955256262518,1,0
246,False,False,False,-0.2839750198126967,0,0
247,False,False,False,-0.27785063197242116,-1,1
248,False,False,False,-0.7726978709998604,-1,1
249,True,False,False,0.7211420616236955,-1,-1
250,False,False,False,-0.7048327646991335,0,1
251,False,False,False,-0.6475836176504333,-1,1
252,False,False,False,0.8128329581890013,0,1
253,False,False,False,0.75,1,1
254,False,False,False,-0.6475836176504333,-1,1
255,False,False,False,0.75,1,1
256,False,False,False,-0.5,-1,1
257,False,False,False,0.9587144001601527,0,1
258,False,False,False,0.9568601887865259,1,1
259,False,False,False,-0.5288579383763045,1,0
260,False,False,True,-0.027609670711723912,1,-1
261,False,False,False,0.7622366564542545,0,1
262,False,False,False,0.7562405706337524,1,1
263,False,False,False,-0.7372743886520082,0,1
264,False,False,False,-0.730535935306753,-1,1
265,False,False,False,0.7632552446132712,1,1
266,False,False,False,-0.7297098734427426,1,0
267,False,False,True,-0.22353532394041012,-1,1
268,False,False,False,-0.7162641310710682,0,1
269,False,False,False,-0.7087144001601527,-1,1
270,False,False,False,0.7852232874772773,-1,0
271,True,False,False,0.27760967071172393,1,1
272,False,False,False,0.7711893046349464,0,1
273,False,False,False,0.7644586789027767,-1,0
274,False,False,False,0.25707238900031504,0,0
275,False,False,False,0.25,-1,0
276,False,False,False,-0.24322847091593724,-1,1
277,True,False,False,-0.7361691504333381,0,1
278,False,False,False,-0.7288106953650536,1,0
279,False,False,False,-0.2223903292882761,-1,1
280,False,False,False,-0.7147767125227228,0,1
281,False,False,False,-0.7068601887865259,0,1
282,False,False,False,-0.6986327069690931,1,0
283,False,False,False,-0.19275085295129984,-1,1
284,False,False,False,-0.6843250647744041,1,0
285,False,False,False,-0.17886518852618474,-1,1
286,False,False,False,-0.6702814886502937,0,1
287,False,False,False,-0.6614144672170952,0,1
288,False,False,False,-0.6522643079878802,-1,1
289,False,False,False,0.8427735790777424,-1,0
290,True,False,False,0.3334353368397259,0,0
291,False,False,False,0.3244027652986172,0,0
292,False,False,False,0.31567493522559587,0,0
293,False,False,False,0.3072491470487002,0,0
294,False,False,False,0.29912119200106485,-1,0
295,False,False,False,-0.1951899614273091,1,0
296,False,False,False,0.2970619146278602,-1,0
297,False,False,False,-0.19743154328874657,0,0
298,False,False,False,-0.19217938159727743,-1,1
299,False,False,False,-0.6846206170443297,-1,1
300,True,False,False,0.8102239191907255,-1,-1
301,False,False,False,0.834750659461432,1,1
302,False,False,False,-0.6535887520207705,1,0
303,False,False,True,-0.14758361765043326,0,0
304,False,False,False,-0.14199980651013228,-1,1
305,False,False,False,-0.6305475870886228,0,1
306,False,False,False,-0.6187256792741288,1,0
307,False,False,False,-0.11420025121990815,1,0
308,False,False,True,0.3743340836219976,-1,0
309,False,False,False,-0.12111894159084341,1,0
310,False,False,False,0.368058363928518,0,0
311,False,False,False,0.35754996764274843,0,0
312,False,False,False,0.3473642687429048,1,1
313,False,False,False,0.8419837298646481,0,1
314,False,False,False,0.8362450610930792,-1,0
315,False,False,False,0.32595170628997683,-1,0
316,True,False,False,-0.16809131757516263,0,0
317,False,False,False,-0.16249347964748317,-1,1
318,False,False,False,-0.6526357312570952,-1,1
319,True,False,False,0.8419837298646481,1,1
320,False,False,False,-0.6475836176504333,1,0
321,False,False,True,-0.1424500323572516,1,-1
322,False,False,False,-0.3329523176563198,1,0
323,False,False,False,0.16005996523873922,1,1
324,False,False,True,0.6475836176504333,1,-1
325,False,False,False,-1.0,1,0
326,False,False,False,-0.42202086962263075,-1,1
327,False,False,False,-0.8975836176504333,1,0
328,False,False,False,-0.3128329581890012,0,0
329,False,False,False,-0.25,-1,1
330,False,False,False,-0.6871670418109987,-1,1
331,True,False,False,0.75,-1,-1
332,False,False,False,0.48902814438398906,1,1
333,False,False,False,0.9886366195061821,-1,0
334,False,False,False,0.4773021290001396,1,1
335,False,False,False,0.9764644733385621,-1,0
336,False,False,False,0.46477671252272273,-1,0
337,True,False,False,-0.033975019812696704,-1,-1
338,False,False,False,0.9474315432887466,0,1
339,False,False,False,0.9427508529512999,1,1
340,False,False,False,-0.5288579383763045,-1,1
341,False,False,False,0.9682744825694465,0,1
342,False,False,False,0.9647767125227228,0,1
343,False,False,False,0.9604165758394345,1,1
344,False,False,False,-0.5,0,0
345,False,False,False,-0.46041657583943446,0,0
346,False,False,False,-0.42202086962263075,-1,1
347,False,False,False,-0.9114144672170952,-1,1
348,True,False,False,0.5451672353008665,1,1
349,False,False,False,-0.9474315432887466,0,1
350,False,False,False,-0.937167041810999,0,1
351,False,False,False,-0.9220208696226306,0,1
352,False,False,False,-0.8975836176504333,0,1
353,False,False,False,-0.8524163823495667,-1,1
354,False,False,False,0.5,1,1
355,False,False,False,1.0,1,0
356,False,False,True,-0.25,-1,1
357,False,True,False,-0.5,0,-1
358,False,False,False,-0.4170476823436802,-1,1
359,False,False,False,-0.9114144672170952,0,1
360,False,False,False,-0.9049848390608202,1,0
361,False,False,False,-0.3831249387476566,0,0
362,False,False,False,-0.362360330173156,0,0
363,False,False,False,-0.34277357907774236,-1,1
364,False,False,False,-0.8319086824248374,0,1
365,False,False,False,-0.8196044872730639,-1,1
366,False,False,False,0.6589469981442512,-1,0
367,True,False,False,0.14758361765043326,-1,-1
368,False,False,False,-0.6211189415908434,-1,1
369,False,False,False,0.8751142533494272,1,1
370,False,False,False,-0.6154014149002546,1,0
371,False,False,True,-0.11186835237915632,0,0
372,False,False,False,-0.10853697187849103,1,0
373,False,False,False,0.38243744546206515,0,0
374,False,False,False,0.3736056869845132,1,1
375,False,False,False,0.86984059550697,1,1
376,False,False,True,-0.6211189415908434,0,1
377,False,False,False,-0.6118683523791564,-1,1
378,False,False,False,0.8845985850997454,1,1
379,False,False,False,-0.605697811319826,1,0
380,False,False,True,-0.10241638234956672,0,0
381,False,False,False,-0.09932609219911855,-1,1
382,False,False,False,-0.5899400347612608,-1,1
383,True,False,False,0.9072264209222578,-1,-1
384,False,False,False,0.22114206162369554,-1,0
385,False,False,False,-0.263830849566662,-1,1
386,True,False,False,-0.75,1,0
387,False,False,False,-0.23616915043333803,0,0
388,False,False,False,-0.22353532394041012,-1,1
389,False,False,False,-0.7087144001601527,1,0
390,False,False,False,-0.19743154328874657,-1,1
391,False,False,False,-0.6818623681783755,-1,1
392,True,False,False,0.8072491470487003,1,1
393,False,False,False,-0.6755972347013829,0,1
394,False,False,False,-0.6572264209222576,0,1
395,False,False,False,-0.6376396698268441,0,1
396,False,False,False,-0.6168750612523435,0,1
397,False,False,False,-0.5950151609391799,0,1
398,False,False,False,-0.5721923155106472,1,0
399,False,False,False,-0.06719309487228946,0,0
400,False,False,False,-0.06283295818900118,1,0
401,False,False,False,0.4170476823436802,-1,0
402,False,False,False,-0.07797913037736932,-1,1
403,True,False,False,-0.5589980848675286,1,0
404,False,False,False,-0.05559988778578521,-1,1
405,False,False,False,-0.5372768711542052,-1,1
406,True,False,False,0.9604165758394345,0,1
407,False,False,False,0.9578075368411587,1,1
408,False,False,False,-0.5211893046349465,-1,1
409,False,False,False,0.9773021290001396,1,1
410,False,False,False,-0.5,0,0
411,False,False,False,-0.4773021290001396,-1,1
412,False,False,False,-0.9755627480278026,0,1
413,False,False,False,-0.9735353239404101,0,1
414,False,False,False,-0.9711420616236955,0,1
415,False,False,False,-0.9682744825694465,0,1
416,False,False,False,-0.9647767125227228,1,0
417,False,False,False,-0.43039551272693605,-1,1
418,False,False,False,-0.9220208696226306,1,0
419,False,False,False,-0.3857997487800919,-1,1
420,False,False,False,-0.8711189415908434,1,0
421,False,False,False,-0.3347506594614321,-1,1
422,False,False,False,-0.8128329581890013,-1,1
423,True,False,False,0.6475836176504333,0,1
424,False,False,False,0.6024163823495667,0,1
425,False,False,False,0.5525684567112534,-1,0
426,False,False,False,0.045167235300866554,1,1
427,False,False,False,0.5,1,1
428,False,False,True,-1.0,-1,0
429,False,False,False,0.4474315432887466,1,1
430,False,False,False,0.937167041810999,0,1
431,False,False,False,0.9220208696226306,1,1
432,False,False,False,-0.5,0,0
433,False,False,False,-0.42202086962263075,0,0
434,False,False,False,-0.35241638234956674,1,0
435,False,False,False,0.1211189415908434,0,0
436,False,False,False,0.10241638234956672,-1,0
437,False,False,False,-0.35241638234956674,-1,1
438,True,False,False,-0.8279791303773694,-1,-1
439,False,False,False,-0.35241638234956674,1,0
440,False,False,False,0.10241638234956672,0,0
441,False,False,False,0.07797913037736932,-1,0
442,False,False,False,-0.35241638234956674,0,0
443,False,False,False,-0.2951672353008666,-1,1
444,False,False,False,-0.75,1,0
445,False,False,False,-0.20483276469913345,0,0
446,False,False,False,-0.1720208696226307,1,0
447,False,False,False,0.28522328747727727,1,1
448,False,False,True,0.75,-1,0
449,False,False,False,0.21477671252272273,0,0
450,False,False,False,0.1871670418109988,1,1
451,False,False,False,0.6475836176504333,-1,0
452,False,False,False,0.12888105840915662,-1,0
453,True,False,False,-0.3347506594614321,1,0
454,False,False,False,0.14758361765043326,1,1
455,False,False,True,0.6142002512199082,1,-1
456,False,False,False,-0.9114144672170952,-1,1
457,False,False,False,0.5451672353008665,0,1
458,False,False,False,0.5,-1,0
459,False,False,False,0.0,-1,0
460,True,False,False,-0.46041657583943446,0,0
461,False,False,False,-0.42202086962263075,1,0
462,False,False,False,0.06960448727306395,-1,0
463,False,False,False,-0.39758361765043326,-1,1
464,True,False,False,-0.8857997487800918,-1,-1
465,False,False,False,-0.05256845671125343,0,0
466,False,False,False,-0.04984792563831329,1,0
467,False,False,False,0.43395189977984455,0,0
468,False,False,False,0.4180913175751626,1,1
469,False,False,False,0.9137549389069208,1,1
470,False,False,True,-0.5696044872730639,0,1
471,False,False,False,-0.5525684567112534,-1,1
472,False,False,False,0.9444001122142149,1,1
473,False,False,False,-0.5372768711542052,1,0
474,False,False,True,-0.03522328747727728,1,-1
475,False,False,False,0.6871670418109987,1,1
476,False,False,False,-0.7951672353008665,1,0
477,False,False,True,-0.27118930463494645,-1,1
478,False,False,False,-0.75,-1,1
479,True,False,False,0.7255627480278026,0,1
480,False,False,False,0.6974315432887466,1,1
481,False,False,False,-0.7788579383763046,0,1
482,False,False,False,-0.75,-1,1
483,False,False,False,0.7147767125227228,0,1
484,False,False,False,0.6720208696226306,1,1
485,False,False,False,-0.7951672353008665,0,1
486,False,False,False,-0.75,1,0
487,False,False,False,-0.20483276469913345,1,0
488,False,False,True,0.25,-1,0
489,False,False,False,-0.21477671252272273,0,0
490,False,False,False,-0.1871670418109988,1,0
491,False,False,False,0.27885793837630446,-1,0
492,False,False,False,-0.19743154328874657,1,0
493,False,False,False,0.2744372519721974,1,1
494,False,False,True,0.75,-1,0
495,False,False,False,0.2255627480278026,1,1
496,False,False,False,0.6974315432887466,-1,0
497,False,False,False,0.17780768448935277,1,1
498,False,False,False,0.6475836176504333,0,1
499,False,False,False,0.6142002512199082,0,1
500,False,False,False,0.5779791303773694,1,1
501,False,False,False,-0.9114144672170952,1,0
502,False,False,True,-0.3711189415908434,-1,1
503,False,False,False,-0.8524163823495667,1,0
504,False,False,False,-0.3128329581890012,-1,1
505,False,False,False,-0.7852232874772773,0,1
506,False,False,False,-0.75,-1,1
507,False,False,False,0.7048327646991335,1,1
508,False,False,False,-0.75,0,1
509,False,False,False,-0.6871670418109987,1,0
510,False,False,False,-0.14758361765043326,0,0
511,False,False,False,-0.1211189415908434,-1,1
512,False,False,False,-0.5628329581890013,0,1
513,False,False,False,-0.5,-1,1
514,False,False,False,-1.0,1,0
515,False,False,False,-0.42202086962263075,-1,1
516,False,False,False,-0.8975836176504333,0,1
517,False,False,False,-0.8524163823495667,-1,1
518,False,False,False,0.5,1,1
519,False,False,False,-1.0,1,0
520,False,False,True,-0.25,1,-1
521,False,False,False,-0.8642002512199082,-1,1
522,False,False,False,0.6236056869845131,0,1
523,False,False,False,0.6110172584549999,1,1
524,False,False,False,-0.8841418997801204,-1,1
525,False,False,False,0.6024163823495667,-1,0
526,True,False,False,0.09805624566627846,0,0
527,False,False,False,0.09404173924526135,1,1
528,False,False,False,0.5812270777146203,1,1
529,False,False,True,-0.915249340538568,0,1
530,False,False,False,-0.9114144672170952,0,1
531,False,False,False,-0.9072264209222578,0,1
532,False,False,False,-0.9026357312570952,0,1
533,False,False,False,-0.8975836176504333,1,0
534,False,False,False,-0.381941636071482,-1,1
535,False,False,False,-0.8756659163780025,1,0
536,False,False,False,-0.3599937575251385,-1,1
537,False,False,False,-0.8524163823495667,1,0
538,False,False,False,-0.33690136920671515,1,0
539,False,False,True,0.15498483906082017,1,-1
540,False,False,False,0.37888105840915665,1,1
541,False,False,False,0.8668750612523434,-1,0
542,False,False,False,0.33858553278290476,-1,0
543,True,False,False,-0.14758361765043326,-1,-1
544,False,False,False,0.08858553278290476,0,0
545,False,False,False,0.07797913037736932,0,0
546,False,False,False,0.06960448727306395,1,1
547,False,False,False,0.5352232874772773,0,1
548,False,False,False,0.5,-1,0
549,False,False,False,0.0,0,0
550,False,False,False,0.0,0,0
551,False,False,False,0.0,-1,0
552,False,False,False,-0.4735353239404101,0,0
553,False,False,False,-0.4474315432887466,-1,1
554,False,False,False,-0.9427508529512999,0,1
555,False,False,False,-0.937167041810999,0,1
556,False,False,False,-0.9303955127269361,1,0
557,False,False,False,-0.39758361765043326,0,0
558,False,False,False,-0.3668750612523435,1,0
559,False,False,False,0.1211189415908434,-1,0
560,False,False,False,-0.35241638234956674,1,0
561,False,False,False,0.13579974878009188,0,0
562,False,False,False,0.12566591637800237,0,0
563,False,False,False,0.11687506125234344,1,1
564,False,False,False,0.5950151609391799,1,1
565,False,False,True,-0.8975836176504333,-1,1
566,False,False,False,0.5779791303773694,0,1
567,False,False,False,0.5525684567112534,-1,0
568,False,False,False,0.04858979034752894,0,0
569,False,False,False,0.045167235300866554,0,0
570,False,False,False,0.04219246315884136,0,0
571,False,False,False,0.039583424160565546,0,0
572,False,False,False,0.037276871154205186,0,0
573,False,False,False,0.03522328747727728,1,1
574,False,False,False,0.5176657228881346,-1,0
575,False,False,False,0.01673770835657411,-1,0
576,True,False,False,-0.4666166335694749,1,0
577,False,False,False,0.03172551743055357,1,1
578,False,False,True,0.5159022512561764,0,1
579,False,False,False,0.5,0,0
580,False,False,False,0.48409774874382366,0,0
581,False,False,False,0.4682744825694465,1,1
582,False,False,False,0.9666166335694748,0,1
583,False,False,False,0.9647767125227228,0,1
584,False,False,False,0.9627231288457948,-1,0
585,False,False,False,0.4444001122142148,1,1
586,False,False,False,0.9410019151324714,0,1
587,False,False,False,0.937167041810999,0,1
588,False,False,False,0.9328069051277106,-1,0
589,False,False,False,0.4114144672170953,0,0
590,False,False,False,0.3908120885663705,0,0
591,False,False,False,0.3711189415908434,0,0
592,False,False,False,0.35241638234956674,-1,0
593,False,False,False,-0.13898274154500012,1,0
594,False,False,False,0.3440417392452614,0,0
595,False,False,False,0.32797913037736937,-1,0
596,False,False,False,-0.16309863079328485,-1,1
597,True,False,False,-0.6475836176504333,0,1
598,False,False,False,-0.6312743207258713,-1,1
599,False,False,False,0.8610172584549999,0,1
600,False,False,False,0.8524163823495667,-1,0
601,False,False,False,0.3347506594614321,-1,0
602,True,False,False,-0.15595826075473868,0,0
603,False,False,False,-0.14758361765043326,0,0
604,False,False,False,-0.14000624247486151,-1,1
605,False,False,False,-0.6243340836219977,0,1
606,False,False,False,-0.6080001934898678,0,1
607,False,False,False,-0.5910530018557488,0,1
608,False,False,False,-0.5735584439732623,1,0
609,False,False,False,-0.06960448727306395,0,0
610,False,False,False,-0.06604810022015542,-1,1
611,False,False,False,-0.5498479256383133,1,0
612,False,False,False,-0.04739314227748963,-1,1
613,False,False,False,-0.5317255174305536,1,0
614,False,False,False,-0.03022406683891948,0,0
615,False,False,False,-0.028857938376304477,0,0
616,False,False,False,-0.027609670711723912,-1,1
617,False,False,False,-0.513830849566662,0,1
618,False,False,False,-0.5,-1,1
619,False,False,False,1.0,-1,0
620,True,False,False,0.4855413210972233,0,0
621,False,False,False,0.47114206162369554,1,1
622,False,False,False,0.9697759331610806,1,1
623,False,False,True,-0.5151461721883682,0,1
624,False,False,False,-0.5,-1,1
625,False,False,False,1.0,1,0
626,False,False,False,-0.48409774874382366,-1,1
627,False,False,False,-0.9832622916434259,1,0
628,False,False,False,-0.4666166335694749,0,0
629,False,False,False,-0.45015207436168675,1,0
630,False,False,False,0.04739314227748963,1,1
631,False,False,True,0.5317255174305536,1,-1
632,False,False,False,0.5198685243055409,1,1
633,False,False,False,-0.9788106953650536,1,0
634,False,False,True,-0.45780753684115866,1,-1
635,False,False,False,0.21477671252272273,1,1
636,False,False,False,0.7014102096524711,1,1
637,False,False,True,-0.7880154078479497,0,1
638,False,False,False,-0.7764646760595899,1,0
639,False,False,False,-0.2627256113479918,-1,1
640,False,False,False,-0.75,0,1
641,False,False,False,-0.7361691504333381,1,0
642,False,False,False,-0.22353532394041012,-1,1
643,False,False,False,-0.7087144001601527,1,0
644,False,False,False,-0.19743154328874657,0,0
645,False,False,False,-0.1871670418109988,1,0
646,False,False,False,0.2985897903475289,-1,0
