,IsLeftObstacle,IsLeftLeftObstacle,IsForwardObstacle,IsForwardForwardObstacle,IsRightObstacle,IsRightRightObstacle,AngleWithFood,Direction,Decision
173,False,True,False,False,False,False,0.5973642687429048,-1,0
174,True,True,False,False,False,False,0.09277357907774235,1,1
175,False,False,False,False,False,True,0.5779791303773694,0,1
176,False,False,False,False,False,False,0.5628329581890013,1,1
177,False,False,False,False,False,True,-0.9339518997798446,0,1
178,False,False,False,False,False,False,-0.9303955127269361,-1,1
179,False,True,False,False,False,False,0.5525684567112534,0,1
180,False,False,False,False,False,False,0.5352232874772773,-1,0
181,False,True,False,False,False,False,0.03338336643052514,-1,0
182,True,True,False,False,False,False,-0.45015207436168675,1,0
183,False,False,False,False,False,True,0.04739314227748963,0,0
184,False,False,False,False,False,False,0.045167235300866554,-1,0
185,False,True,False,False,False,False,-0.4400872340690967,1,0
186,False,False,False,False,False,True,0.05724914704870018,0,0
187,False,False,False,False,False,False,0.054810038572690935,1,1
188,False,False,False,False,False,True,0.5412855998398473,1,1
189,False,False,False,False,True,True,-0.9568601887865259,-1,1
190,False,True,False,False,False,False,0.5288579383763045,-1,0
191,True,True,False,False,False,False,0.027609670711723912,1,1
192,False,False,False,False,False,True,0.513830849566662,-1,0
193,False,True,False,False,False,False,0.013255244613271181,0,0
194,False,False,False,False,False,False,0.012725611347991833,1,1
195,False,False,False,False,False,True,0.5,0,0
196,False,False,False,False,False,False,0.48727438865200823,0,0
197,False,False,False,False,False,False,0.4745893263338841,-1,0
198,False,True,False,False,False,False,-0.024437251972197403,-1,1
199,True,True,False,False,False,False,-0.5122366564542544,-1,-1
200,False,False,False,False,False,False,0.21827448256944645,1,1
201,False,False,False,False,False,True,0.7001520743616867,0,1
202,False,False,False,False,False,False,0.6803955127269361,1,1
203,False,False,False,False,False,True,-0.8055998877857853,0,1
204,False,False,False,False,False,False,-0.7895834241605656,-1,1
205,False,True,False,False,False,False,0.6871670418109987,0,1
206,False,False,False,False,False,False,0.6614144672170952,1,1
207,False,False,False,False,False,True,-0.8221923155106472,0,1
208,False,False,False,False,False,False,-0.8025684567112534,0,1
209,False,False,False,False,False,False,-0.7788579383763046,-1,1
210,False,True,False,False,False,False,0.6871670418109987,1,1
211,False,False,False,False,False,True,-0.7852232874772773,-1,1
212,False,True,False,False,False,False,0.6720208696226306,0,1
213,False,False,False,False,False,False,0.6211189415908434,1,1
214,False,False,False,False,False,True,-0.8524163823495667,0,1
215,False,False,False,False,False,False,-0.8128329581890013,0,1
216,False,False,False,False,False,False,-0.75,-1,1
217,False,True,False,False,False,False,0.6475836176504333,-1,0
218,True,True,False,False,False,False,0.10241638234956672,1,1
219,False,False,False,True,False,True,0.5,-1,0
220,False,True,False,False,False,False,0.0,-1,0
221,True,True,False,False,False,False,-0.42202086962263075,1,0
222,False,False,False,False,False,True,0.06283295818900118,1,1
223,False,False,False,True,True,True,0.5,0,0
224,False,False,True,False,False,False,0.43716704181099886,-1,0
225,False,True,False,False,True,True,-0.05256845671125343,-1,1
226,True,True,False,False,False,False,-0.5,0,0
227,False,False,False,False,False,False,-0.4474315432887466,0,0
228,False,False,False,False,False,False,-0.39758361765043326,0,0
229,False,False,False,False,False,False,-0.35241638234956674,-1,1
230,False,True,False,False,False,False,-0.8279791303773694,-1,1
231,True,True,False,False,False,False,0.6211189415908434,0,1
232,False,False,False,False,False,False,0.5628329581890013,-1,0
233,False,True,False,False,False,False,0.05256845671125343,0,0
234,False,False,False,False,False,False,0.045167235300866554,-1,0
235,False,True,False,False,False,False,-0.4114144672170953,-1,1
236,True,True,False,False,False,False,-0.8975836176504333,0,1
237,False,False,False,False,False,False,-0.8788810584091566,-1,1
238,False,True,False,False,False,False,0.5628329581890013,1,1
239,False,False,False,False,False,True,-0.9220208696226306,-1,1
240,False,True,False,True,False,False,0.5,-1,0
241,True,True,False,False,False,False,0.0,1,0
242,False,False,True,False,False,True,0.43716704181099886,-1,0
243,False,True,False,False,True,True,-0.05256845671125343,-1,1
244,True,True,False,False,False,False,-0.5,0,0
245,False,False,False,False,False,False,-0.4474315432887466,0,0
246,False,False,False,False,False,False,-0.39758361765043326,1,0
247,False,False,False,False,False,True,0.08858553278290476,0,0
248,False,False,False,False,False,False,0.07797913037736932,0,0
249,False,False,False,False,False,False,0.06960448727306395,1,1
250,False,False,False,False,False,True,0.5352232874772773,1,1
251,False,False,False,False,True,True,-0.9604165758394345,0,1
252,False,False,False,False,False,False,-0.9548327646991335,-1,1
253,False,True,False,True,False,False,0.5,0,0
254,False,False,True,False,False,False,0.4548327646991335,-1,0
255,False,True,False,False,True,True,-0.039583424160565546,0,0
256,False,False,False,False,True,True,-0.03522328747727728,-1,1
257,False,True,False,False,False,False,-0.5,1,0
258,False,False,False,False,False,True,0.0,-1,0
259,False,True,False,False,False,False,-0.4682744825694465,-1,1
260,True,True,False,False,False,False,-0.9647767125227228,-1,-1
261,False,False,False,False,False,False,-0.5744027652986172,1,0
262,False,False,False,False,False,True,-0.07113481147381528,-1,1
263,False,True,False,False,False,False,-0.5572491470487002,1,0
264,False,False,False,False,False,True,-0.054810038572690935,0,0
265,False,False,False,False,False,False,-0.05256845671125343,0,0
266,False,False,False,False,False,False,-0.0505015384490129,-1,1
267,False,True,False,False,False,False,-0.5380154078479497,-1,1
268,True,True,False,False,False,False,0.9604165758394345,1,1
269,False,False,False,False,False,True,-0.5264646760595899,-1,1
270,False,True,False,False,False,False,0.9723903292882761,-1,0
271,True,True,False,False,False,False,0.4587144001601528,-1,-1
272,False,False,False,False,False,False,-0.026464676059589878,-1,1
273,False,True,False,False,False,False,-0.5132552446132712,0,1
274,False,False,False,False,False,False,-0.5,0,0
275,False,False,False,False,False,False,-0.48674475538672884,-1,1
276,False,True,False,False,False,False,-0.9861691504333381,-1,1
277,True,True,False,False,False,False,0.5,-1,-1
278,False,False,False,False,False,False,-0.5383957062168038,-1,1
279,False,True,False,False,False,False,0.9604165758394345,-1,0
280,True,True,False,False,False,False,0.450663004719332,1,1
281,False,False,False,False,False,True,0.9490980719682127,-1,0
282,False,True,False,False,False,False,0.4391440964255648,-1,0
283,True,True,False,False,False,False,-0.05899808486752853,1,0
284,False,False,False,False,False,True,0.43144951512041,-1,0
285,False,True,False,False,False,False,-0.06653406913446308,1,0
286,False,False,False,False,False,True,0.4242944730006026,1,1
287,False,False,False,False,True,True,0.9220208696226306,1,-1
288,False,False,False,False,False,False,-0.21957017372872845,1,0
289,False,False,False,False,False,True,0.27575257459390357,0,0
290,False,False,False,False,False,False,0.2711893046349464,0,0
291,False,False,False,False,False,False,0.2667377083565741,-1,0
292,False,True,False,False,False,False,-0.22935950496984017,0,0
293,False,False,False,False,False,False,-0.2255627480278026,1,0
294,False,False,False,False,False,True,0.2701193594673186,-1,0
295,False,True,False,False,False,False,-0.2261713703954499,1,0
296,False,False,False,False,False,True,0.2696238587993938,1,1
297,False,False,False,False,True,True,0.7659022512561764,0,1
298,False,False,False,False,False,False,0.7620819117478337,0,1
299,False,False,False,False,False,False,0.7581600039688102,0,1
300,False,False,False,False,False,False,0.7541336622382706,-1,0
301,False,True,False,False,False,False,0.25,0,0
302,False,False,False,False,False,False,0.2459709761163375,-1,0
303,False,True,False,False,False,False,-0.25,-1,1
304,True,True,False,False,False,False,-0.7459709761163376,-1,-1
305,False,False,False,False,False,False,0.7802240668389194,-1,0
306,False,True,False,False,False,False,0.272171739435721,1,1
307,False,False,False,False,False,True,0.7651461721883681,-1,0
308,False,True,False,False,False,False,0.2574012214103869,0,0
309,False,False,False,False,False,False,0.25,-1,0
310,False,True,False,False,False,False,-0.24292761099968493,0,0
311,False,False,False,False,False,False,-0.23616915043333803,0,0
312,False,False,False,False,False,False,-0.22970987344274263,1,0
313,False,False,False,False,False,True,0.2632552446132712,0,0
314,False,False,False,True,False,False,0.25649521848837453,0,0
315,False,False,True,False,False,False,0.25,-1,0
316,False,True,False,False,True,True,-0.24375942936624764,1,-1
317,False,False,False,False,False,False,-0.5543467057322627,1,0
318,False,False,False,False,False,True,-0.05256845671125343,1,0
319,False,False,False,False,True,True,0.43716704181099886,1,-1
320,False,False,False,False,False,False,0.41375493890692083,1,1
321,False,False,False,False,False,True,0.9114144672170954,-1,0
322,False,True,False,False,False,False,0.40307117542621,-1,0
323,True,True,False,False,False,False,-0.09439346273325648,-1,-1
324,False,False,False,False,False,False,0.9755627480278026,0,1
325,False,False,False,False,False,False,0.9735353239404101,1,1
326,False,False,False,False,False,True,-0.5,0,0
327,False,False,False,False,False,False,-0.4735353239404101,-1,1
328,False,True,False,False,False,False,-0.9711420616236955,-1,1
329,True,True,False,False,False,False,0.5,-1,-1
330,False,False,False,False,False,False,0.07797913037736932,1,1
331,False,False,False,False,False,True,0.5589980848675286,-1,0
332,False,True,False,False,False,False,0.05559988778578521,1,1
333,False,False,False,False,False,True,0.5372768711542052,-1,0
334,False,True,False,False,False,False,0.03522328747727728,-1,0
335,True,True,False,False,False,False,-0.4474315432887466,1,0
336,False,False,False,True,False,True,0.04984792563831329,-1,0
337,False,True,False,False,False,False,-0.43395189977984455,1,0
338,False,False,True,True,False,True,0.06283295818900118,1,1
339,True,True,False,False,True,True,0.5473931422774897,-1,-1
340,False,False,False,False,False,False,-0.8524163823495667,-1,1
341,False,True,False,False,False,False,0.6288810584091566,1,1
342,False,False,False,False,False,True,-0.862360330173156,1,0
343,False,False,False,False,True,True,-0.34277357907774236,0,0
344,False,False,False,False,False,False,-0.3244027652986172,0,0
345,False,False,False,False,False,False,-0.3072491470487002,-1,1
346,False,True,False,False,False,False,-0.7951672353008665,-1,1
347,True,True,False,False,False,False,0.6871670418109987,0,1
348,False,False,False,False,False,False,0.6680913175751626,1,1
349,False,False,False,False,False,True,-0.8196044872730639,1,0
350,False,False,False,False,True,True,-0.2998479256383133,-1,1
351,False,True,False,False,False,False,-0.7852232874772773,1,0
352,False,False,False,False,False,True,-0.2667377083565741,-1,1
353,False,True,False,False,False,False,-0.75,1,0
354,False,False,False,False,False,True,-0.23326229164342588,1,0
355,False,False,False,False,True,True,0.25,1,-1
356,False,False,False,False,False,False,0.15498483906082017,1,1
357,False,False,False,False,False,True,0.6400062424748615,-1,0
358,False,True,False,False,False,False,0.13312493874765657,1,1
359,False,False,False,False,False,True,0.6180583639285181,1,1
360,False,False,False,False,True,True,-0.8756659163780025,0,1
361,False,False,False,False,False,False,-0.8687256792741289,1,0
362,False,False,False,False,False,True,-0.35241638234956674,1,0
363,False,False,False,False,True,True,0.14000624247486151,-1,0
364,False,True,False,False,False,False,-0.34501516093917983,1,0
365,False,False,False,False,False,True,0.14758361765043326,0,0
366,False,False,False,False,False,False,0.1408120885663705,-1,0
367,False,True,False,False,False,False,-0.34578588554966655,0,0
368,False,False,False,False,False,False,-0.3329523176563198,1,0
369,False,False,False,False,False,True,0.16005996523873922,-1,0
370,False,True,False,False,False,False,-0.32797913037736937,-1,1
371,True,True,False,False,False,False,-0.8206908649190132,1,0
372,False,False,False,False,False,True,-0.30899808486752856,1,0
373,False,False,False,False,True,True,0.18346593086553695,0,0
374,False,False,False,False,False,False,0.17644155602673778,-1,0
375,False,True,False,False,False,False,-0.3128329581890012,-1,1
376,True,True,False,False,False,False,-0.8055998877857853,0,1
377,False,False,False,False,False,False,-0.797864712134245,-1,1
378,False,True,False,False,False,False,0.6910019151324714,-1,0
379,True,True,False,False,False,False,0.18346593086553695,1,1
380,False,False,False,False,False,True,0.6720208696226306,0,1
381,False,False,False,False,False,False,0.6600599652387392,1,1
382,False,False,False,False,False,True,-0.8329523176563198,1,0
383,False,False,False,False,True,True,-0.3206908649190132,-1,1
384,False,True,False,False,False,False,-0.8128329581890013,0,1
385,False,False,False,False,False,False,-0.8043467057322626,-1,1
386,False,True,False,False,False,False,0.6828069051277105,0,1
387,False,False,False,False,False,False,0.6692530273303328,1,1
388,False,False,False,False,False,True,-0.8221923155106472,-1,1
389,False,True,False,False,False,False,0.6630986307932849,0,1
390,False,False,False,False,False,False,0.6475836176504333,1,1
391,False,False,False,False,False,True,-0.8440417392452615,0,1
392,False,False,False,False,False,False,-0.834750659461432,-1,1
393,False,True,False,False,False,False,0.6475836176504333,-1,0
394,True,True,False,False,False,False,0.13898274154500012,-1,-1
395,False,False,False,False,False,False,-0.5721923155106472,-1,1
396,False,True,False,False,False,False,0.9220208696226306,0,1
397,False,False,False,False,False,False,0.915249340538568,-1,0
398,False,True,False,False,False,False,0.3889827415450001,0,0
399,False,False,False,False,False,False,0.3642002512199081,1,1
400,False,False,False,False,False,True,0.8524163823495667,-1,0
401,False,True,False,False,False,False,0.32797913037736937,1,1
402,False,False,False,False,False,True,0.8128329581890013,1,1
403,False,False,False,False,True,True,-0.6614144672170952,1,-1
404,False,False,False,False,False,False,-0.4474315432887466,-1,1
405,False,True,False,False,False,False,-0.9427508529512999,1,0
406,False,False,False,False,False,True,-0.41524934053856793,0,0
407,False,False,False,False,False,False,-0.3889827415450001,0,0
408,False,False,False,False,False,False,-0.3642002512199081,0,0
409,False,False,False,False,False,False,-0.3410530018557488,1,0
410,False,False,False,False,False,True,0.14758361765043326,-1,0
411,False,True,False,False,False,False,-0.3319086824248374,-1,1
412,True,True,False,False,False,False,-0.8196044872730639,-1,-1
413,False,False,False,True,False,False,0.21198459215205034,1,1
414,False,False,False,False,False,True,0.6974315432887466,-1,0
415,False,True,True,True,False,False,0.1871670418109988,-1,0
416,True,True,False,False,True,True,-0.2985897903475289,0,0
417,False,False,False,False,True,True,-0.28522328747727727,-1,1
418,False,True,False,False,False,False,-0.7744372519721975,0,1
419,False,False,False,False,False,False,-0.7627256113479918,-1,1
420,False,True,False,False,False,False,0.7235353239404101,1,1
421,False,False,False,False,False,True,-0.763830849566662,1,0
422,False,False,False,False,True,True,-0.25,-1,1
423,False,True,False,False,False,False,-0.7361691504333381,1,0
424,False,False,False,False,False,True,-0.22353532394041012,0,0
425,False,False,False,False,False,False,-0.21198459215205034,1,0
426,False,False,False,False,False,True,0.2744372519721974,-1,0
427,False,True,False,False,False,False,-0.21477671252272273,0,0
428,False,False,False,False,False,False,-0.20483276469913345,-1,1
429,False,True,False,False,False,False,-0.6917140165981578,0,1
430,False,False,False,False,False,False,-0.6778076844893528,-1,1
431,False,True,False,False,False,False,0.8128329581890013,0,1
432,False,False,False,False,False,False,0.8025684567112534,-1,0
433,False,True,False,False,False,False,0.28801540784794966,1,1
434,False,False,False,False,False,True,0.7764646760595899,-1,0
435,False,True,False,False,False,False,0.2627256113479918,1,1
436,False,False,False,False,False,True,0.75,0,1
437,False,False,False,False,False,False,0.7361691504333381,1,1
438,False,False,False,False,False,True,-0.75,0,1
439,False,False,False,False,False,False,-0.7348538278116319,1,0
440,False,False,False,False,False,True,-0.22114206162369554,0,0
441,False,False,False,False,False,False,-0.20871440016015275,1,0
442,False,False,False,False,False,True,0.2764646760595899,0,0
443,False,False,False,False,False,False,0.2627256113479918,0,0
444,False,False,False,False,False,False,0.25,-1,0
445,False,True,False,False,False,False,-0.23821613112965861,1,0
446,False,False,False,True,False,True,0.25,0,0
447,False,False,True,True,False,False,0.23902814438398903,0,-1
448,False,False,False,False,False,False,0.6142002512199082,0,1
449,False,False,False,False,False,False,0.6024163823495667,0,1
450,False,False,False,False,False,False,0.5903344706017332,0,1
451,False,False,False,False,False,False,0.5779791303773694,1,1
452,False,False,False,False,False,True,-0.9187729222853797,1,0
453,False,False,False,False,True,True,-0.4059582607547386,0,0
454,False,False,False,False,False,False,-0.39344995541216266,0,0
455,False,False,False,False,False,False,-0.3812743207258712,1,0
456,False,False,False,False,False,True,0.11420025121990815,0,0
457,False,False,False,False,False,False,0.10999375752513849,1,1
458,False,False,False,False,False,True,0.598581509028094,1,1
459,False,False,False,False,True,True,-0.8975836176504333,0,1
460,False,False,False,False,False,False,-0.8934499554121628,1,0
461,False,False,False,False,False,True,-0.3812743207258712,0,0
462,False,False,False,False,False,False,-0.36945241291137726,1,0
463,False,False,False,False,False,True,0.12566591637800237,0,0
464,False,False,False,False,False,False,0.12111894159084341,1,1
465,False,False,False,False,False,True,0.6099937575251385,1,1
466,False,False,False,False,True,True,-0.8857997487800918,1,-1
467,False,False,False,False,False,False,0.8808459092938592,-1,0
468,False,True,False,False,False,False,0.3711189415908434,0,0
469,False,False,False,False,False,False,0.36164017328836007,0,0
470,False,False,False,False,False,False,0.35241638234956674,0,0
471,False,False,False,False,False,False,0.3434522771668935,1,1
472,False,False,False,False,False,True,0.8385855327829048,0,1
473,False,False,False,False,False,False,0.833435336839726,0,1
474,False,False,False,False,False,False,0.8279791303773694,1,1
475,False,False,False,False,False,True,-0.6624934796474833,0,1
476,False,False,False,False,False,False,-0.6526357312570952,0,1
477,False,False,False,False,False,False,-0.6424500323572516,-1,1
478,False,True,False,False,False,False,0.8524163823495667,1,1
479,False,False,False,False,False,True,-0.6367975821453534,1,0
480,False,False,False,False,True,True,-0.13194163607148202,-1,1
481,False,True,False,False,False,False,-0.6211189415908434,0,1
482,False,False,False,False,False,False,-0.6099937575251385,-1,1
483,False,True,False,False,False,False,0.8857997487800918,0,1
484,False,False,False,False,False,False,0.8812743207258713,1,1
485,False,False,False,False,False,True,-0.6065500445878373,-1,1
486,False,True,False,False,False,False,0.8889827415450002,-1,0
487,True,True,False,False,False,False,0.37639431301548687,-1,-1
488,False,False,False,False,False,False,-0.9514102096524711,1,0
489,False,False,False,False,False,True,-0.43952484969634037,1,0
490,False,False,False,False,True,True,0.05828598340184222,0,0
491,False,False,False,False,False,False,0.056248175863321204,1,1
492,False,False,False,False,False,True,0.5451672353008665,1,1
493,False,False,False,False,True,True,-0.9531835054362185,-1,1
494,False,True,False,False,False,False,0.5352232874772773,1,1
495,False,False,False,False,False,True,-0.9634336408045666,0,1
496,False,False,False,False,False,False,-0.9619845921520503,1,0
497,False,False,False,False,False,True,-0.44949846155098716,0,0
498,False,False,False,False,False,False,-0.43716704181099886,1,0
499,False,False,False,False,False,True,0.06047515030365966,0,0
500,False,False,False,False,False,False,0.05828598340184222,0,0
501,False,False,False,False,False,False,0.056248175863321204,-1,0
502,False,True,False,False,False,False,-0.4328069051277106,0,0
